id,date,department,municipality,rain,lat,lng
67,2023-01-19,Mburucuyá,Mburucuyá,7.5,-28.0478,-58.2283
68,2023-01-19,San Cosme,San Cosme,1.0,-27.3711,-58.5117
69,2023-01-19,San Roque,San Roque,1.4,-28.5744,-58.7089
70,2023-01-19,Santo Tomé,Santo Tomé,2.0,-28.5492,-56.0428
71,2023-01-19,Sauce,Sauce,12.0,-30.0736,-58.7731
72,2023-01-20,Santo Tomé,Santo Tomé,0.6,-28.5492,-56.0428
73,2023-01-21,Bella Vista,Bella Vista,45.0,-28.5083,-59.0436
74,2023-01-21,Concepción,Concepción,8.6,-28.3917,-57.8867
75,2023-01-21,Curuzú Cuatiá,Curuzú Cuatiá,8.5,-29.7917,-58.0561
76,2023-01-21,Esquina,Esquina,34.333333333333336,-30.0139,-59.5267
77,2023-01-21,General Alvear,Alvear,9.0,-29.095,-56.5433
78,2023-01-21,Goya,Goya,25.0,-29.1442,-59.2635
79,2023-01-21,Ituzaingó,Ituzaingó,7.5,-27.5808,-56.6853
80,2023-01-21,Lavalle,Lavalle,36.6,-29.0233,-59.1833
81,2023-01-21,Mercedes,Mercedes,20.0,-29.1842,-58.0753
82,2023-01-21,San Martín,La Cruz,9.0,-29.1744,-56.6433
83,2023-01-21,San Roque,San Roque,14.3,-28.5744,-58.7089
84,2023-01-21,Santo Tomé,Santo Tomé,2.1,-28.5492,-56.0428
85,2023-01-21,Sauce,Sauce,9.0,-30.0736,-58.7731
86,2023-01-25,Capital,Capital (Corrientes),1.0,-27.4692,-58.8306
87,2023-01-25,Curuzú Cuatiá,Curuzú Cuatiá,50.0,-29.7917,-58.0561
88,2023-01-25,General Alvear,Alvear,4.4,-29.095,-56.5433
89,2023-01-25,Goya,Goya,11.2,-29.1442,-59.2635
90,2023-01-25,Lavalle,Lavalle,1.6,-29.0233,-59.1833
91,2023-01-25,Mercedes,Mercedes,16.0,-29.1842,-58.0753
92,2023-01-25,Monte Caseros,Mocoretá,1.8,-30.6183,-57.9708
93,2023-01-25,Monte Caseros,Monte Caseros,8.0,-30.2526,-57.6369
94,2023-01-25,Paso de los Libres,Paso de los Libres,16.5,-29.7122,-57.0869
95,2023-01-25,San Cosme,San Cosme,3.0,-27.3711,-58.5117
96,2023-01-25,San Luis del Palmar,San Luis del Palmar,25.0,-27.5069,-58.5544
97,2023-01-25,San Martín,La Cruz,4.4,-29.1744,-56.6433
98,2023-01-25,San Roque,San Roque,20.0,-28.5744,-58.7089
99,2023-01-25,Santo Tomé,Santo Tomé,5.9,-28.5492,-56.0428
100,2023-01-26,Berón de Astrada,Berón de Astrada,7.0,-27.3056,-57.5344
101,2023-01-26,Concepción,Concepción,5.0,-28.3917,-57.8867
102,2023-01-26,Curuzú Cuatiá,Curuzú Cuatiá,15.0,-29.7917,-58.0561
103,2023-01-26,General Alvear,Alvear,6.0,-29.095,-56.5433
104,2023-01-26,General Paz,Caá Catí,50.4,-27.7511,-57.6208
105,2023-01-26,Itatí,Itatí,4.8,-27.2678,-58.2458
106,2023-01-26,Ituzaingó,Ituzaingó,3.8,-27.5808,-56.6853
107,2023-01-26,Mburucuyá,Mburucuyá,7.5,-28.0478,-58.2283
108,2023-01-26,Mercedes,Mercedes,84.0,-29.1842,-58.0753
109,2023-01-26,Monte Caseros,Mocoretá,2.6,-30.6183,-57.9708
110,2023-01-26,Saladas,Saladas,3.0,-28.2536,-58.6256
111,2023-01-26,San Cosme,San Cosme,2.3,-27.3711,-58.5117
112,2023-01-26,San Luis del Palmar,San Luis del Palmar,10.6,-27.5069,-58.5544
113,2023-01-26,San Martín,La Cruz,6.0,-29.1744,-56.6433
114,2023-01-26,San Miguel,San Miguel,27.4,-27.9861,-57.5894
115,2023-01-26,San Roque,San Roque,6.4,-28.5744,-58.7089
116,2023-01-26,Santo Tomé,Santo Tomé,3.6,-28.5492,-56.0428
117,2023-01-27,General Alvear,Alvear,0.2,-29.095,-56.5433
118,2023-01-27,Itatí,Itatí,0.2,-27.2678,-58.2458
119,2023-01-27,San Martín,La Cruz,0.2,-29.1744,-56.6433
120,2023-01-27,Santo Tomé,Santo Tomé,0.4,-28.5492,-56.0428
121,2023-01-28,Monte Caseros,Mocoretá,6.6,-30.6183,-57.9708
122,2023-01-28,Santo Tomé,Santo Tomé,9.2,-28.5492,-56.0428
123,2023-01-30,Capital,Capital (Corrientes),10.0,-27.4692,-58.8306
124,2023-01-30,Itatí,Itatí,5.0,-27.2678,-58.2458
125,2023-01-30,San Luis del Palmar,San Luis del Palmar,7.6,-27.5069,-58.5544
126,2023-01-31,San Luis del Palmar,San Luis del Palmar,0.2,-27.5069,-58.5544
127,2023-02-02,Berón de Astrada,Berón de Astrada,2.0,-27.3056,-57.5344
128,2023-02-02,Curuzú Cuatiá,Curuzú Cuatiá,65.0,-29.7917,-58.0561
129,2023-02-02,General Alvear,Alvear,39.4,-29.095,-56.5433
130,2023-02-02,General Paz,Caá Catí,31.6,-27.7511,-57.6208
131,2023-02-02,Monte Caseros,Mocoretá,7.8,-30.6183,-57.9708
132,2023-02-02,Paso de los Libres,Paso de los Libres,27.0,-29.7122,-57.0869
133,2023-02-02,San Cosme,San Cosme,0.7,-27.3711,-58.5117
134,2023-02-02,San Martín,La Cruz,58.7,-29.1744,-56.6433
135,2023-02-02,San Miguel,San Miguel,3.4,-27.9861,-57.5894
136,2023-02-02,Santo Tomé,Santo Tomé,2.2,-28.5492,-56.0428
137,2023-02-02,Sauce,Sauce,3.5,-30.0736,-58.7731
138,2023-02-03,Bella Vista,Bella Vista,5.6,-28.5083,-59.0436
139,2023-02-08,Bella Vista,Bella Vista,3.8,-28.5083,-59.0436
140,2023-02-08,Concepción,Concepción,8.0,-28.3917,-57.8867
141,2023-02-08,Curuzú Cuatiá,Curuzú Cuatiá,17.0,-29.7917,-58.0561
142,2023-02-08,General Alvear,Alvear,5.8,-29.095,-56.5433
143,2023-02-08,General Paz,Caá Catí,1.2,-27.7511,-57.6208
144,2023-02-08,Goya,Goya,11.6,-29.1442,-59.2635
145,2023-02-08,Lavalle,Lavalle,3.4,-29.0233,-59.1833
146,2023-02-08,Monte Caseros,Mocoretá,2.0,-30.6183,-57.9708
147,2023-02-08,Saladas,Saladas,38.0,-28.2536,-58.6256
148,2023-02-08,San Luis del Palmar,San Luis del Palmar,6.6,-27.5069,-58.5544
149,2023-02-08,San Martín,La Cruz,5.8,-29.1744,-56.6433
150,2023-02-08,San Miguel,San Miguel,1.4,-27.9861,-57.5894
151,2023-02-08,San Roque,San Roque,12.0,-28.5744,-58.7089
152,2023-02-08,Santo Tomé,Santo Tomé,0.4,-28.5492,-56.0428
153,2023-02-09,Bella Vista,Bella Vista,1.35,-28.5083,-59.0436
154,2023-02-09,Capital,Capital (Corrientes),14.0,-27.4692,-58.8306
155,2023-02-09,Concepción,Concepción,4.8,-28.3917,-57.8867
156,2023-02-09,Curuzú Cuatiá,Curuzú Cuatiá,27.25,-29.7917,-58.0561
157,2023-02-09,Empedrado,Empedrado,5.0,-27.9014,-58.8058
158,2023-02-09,Esquina,Esquina,10.0,-30.0139,-59.5267
159,2023-02-09,General Paz,Caá Catí,7.199999999999999,-27.7511,-57.6208
160,2023-02-09,Itatí,Itatí,1.0,-27.2678,-58.2458
161,2023-02-09,Lavalle,Lavalle,0.2,-29.0233,-59.1833
162,2023-02-09,Mburucuyá,Mburucuyá,70.0,-28.0478,-58.2283
163,2023-02-09,Mercedes,Mercedes,18.25,-29.1842,-58.0753
164,2023-02-09,Monte Caseros,Mocoretá,2.5,-30.6183,-57.9708
165,2023-02-09,Paso de los Libres,Paso de los Libres,3.0,-29.7122,-57.0869
166,2023-02-09,San Cosme,San Cosme,2.1,-27.3711,-58.5117
167,2023-02-09,San Luis del Palmar,San Luis del Palmar,33.0,-27.5069,-58.5544
168,2023-02-09,San Miguel,San Miguel,5.4,-27.9861,-57.5894
169,2023-02-09,San Roque,San Roque,11.0,-28.5744,-58.7089
170,2023-02-10,San Luis del Palmar,San Luis del Palmar,0.2,-27.5069,-58.5544
171,2023-02-10,Santo Tomé,Santo Tomé,0.4,-28.5492,-56.0428
172,2023-02-13,Itatí,Itatí,3.2,-27.2678,-58.2458
173,2023-02-14,Bella Vista,Bella Vista,1.2,-28.5083,-59.0436
174,2023-02-14,Capital,Capital (Corrientes),6.0,-27.4692,-58.8306
175,2023-02-14,Curuzú Cuatiá,Curuzú Cuatiá,1.8,-29.7917,-58.0561
176,2023-02-14,Empedrado,Empedrado,50.8,-27.9014,-58.8058
177,2023-02-14,Itatí,Itatí,12.6,-27.2678,-58.2458
178,2023-02-14,Ituzaingó,Ituzaingó,17.75,-27.5808,-56.6853
179,2023-02-14,Mburucuyá,Mburucuyá,2.5,-28.0478,-58.2283
180,2023-02-14,Monte Caseros,Mocoretá,6.8,-30.6183,-57.9708
181,2023-02-14,Paso de los Libres,Paso de los Libres,7.0,-29.7122,-57.0869
182,2023-02-14,San Luis del Palmar,San Luis del Palmar,7.6,-27.5069,-58.5544
183,2023-02-14,Santo Tomé,Santo Tomé,4.6,-28.5492,-56.0428
184,2023-02-14,Sauce,Sauce,3.0,-30.0736,-58.7731
185,2023-02-15,San Cosme,San Cosme,48.0,-27.3711,-58.5117
186,2023-02-16,Bella Vista,Bella Vista,5.2,-28.5083,-59.0436
187,2023-02-16,Capital,Capital (Corrientes),16.4,-27.4692,-58.8306
188,2023-02-16,Curuzú Cuatiá,Curuzú Cuatiá,23.5,-29.7917,-58.0561
189,2023-02-16,Empedrado,Empedrado,5.0,-27.9014,-58.8058
190,2023-02-16,Esquina,Esquina,13.55,-30.0139,-59.5267
191,2023-02-16,General Alvear,Alvear,4.6,-29.095,-56.5433
192,2023-02-16,Goya,Goya,14.666666666666666,-29.1442,-59.2635
193,2023-02-16,Itatí,Itatí,0.4,-27.2678,-58.2458
194,2023-02-16,Ituzaingó,Ituzaingó,12.833333333333334,-27.5808,-56.6853
195,2023-02-16,Lavalle,Lavalle,22.8,-29.0233,-59.1833
196,2023-02-16,Mburucuyá,Mburucuyá,3.0,-28.0478,-58.2283
197,2023-02-16,Mercedes,Mercedes,3.2,-29.1842,-58.0753
198,2023-02-16,Monte Caseros,Mocoretá,6.55,-30.6183,-57.9708
199,2023-02-16,Monte Caseros,Monte Caseros,17.0,-30.2526,-57.6369
200,2023-02-16,Paso de los Libres,Paso de los Libres,9.6,-29.7122,-57.0869
201,2023-02-16,Saladas,Saladas,2.0,-28.2536,-58.6256
202,2023-02-16,San Cosme,San Cosme,2.0,-27.3711,-58.5117
203,2023-02-16,San Martín,La Cruz,4.6,-29.1744,-56.6433
204,2023-02-16,San Miguel,San Miguel,2.2,-27.9861,-57.5894
205,2023-02-16,San Roque,San Roque,8.8,-28.5744,-58.7089
206,2023-02-16,Santo Tomé,Santo Tomé,8.2,-28.5492,-56.0428
207,2023-02-16,Sauce,Sauce,12.0,-30.0736,-58.7731
208,2023-02-17,General Alvear,Alvear,0.2,-29.095,-56.5433
209,2023-02-17,Ituzaingó,Ituzaingó,0.5,-27.5808,-56.6853
210,2023-02-17,San Martín,La Cruz,0.2,-29.1744,-56.6433
211,2023-02-17,Santo Tomé,Santo Tomé,0.2,-28.5492,-56.0428
212,2023-02-23,Capital,Capital (Corrientes),28.6,-27.4692,-58.8306
213,2023-02-23,Concepción,Concepción,2.0,-28.3917,-57.8867
214,2023-02-23,Empedrado,Empedrado,50.0,-27.9014,-58.8058
215,2023-02-23,General Alvear,Alvear,10.0,-29.095,-56.5433
216,2023-02-23,General Paz,Caá Catí,11.0,-27.7511,-57.6208
217,2023-02-23,Itatí,Itatí,4.2,-27.2678,-58.2458
218,2023-02-23,Ituzaingó,Ituzaingó,38.0,-27.5808,-56.6853
219,2023-02-23,Mburucuyá,Mburucuyá,25.0,-28.0478,-58.2283
220,2023-02-23,Monte Caseros,Monte Caseros,9.0,-30.2526,-57.6369
221,2023-02-23,San Cosme,San Cosme,67.6,-27.3711,-58.5117
222,2023-02-23,San Luis del Palmar,San Luis del Palmar,12.6,-27.5069,-58.5544
223,2023-02-23,San Martín,La Cruz,36.4,-29.1744,-56.6433
224,2023-02-23,San Miguel,San Miguel,33.4,-27.9861,-57.5894
225,2023-02-23,Santo Tomé,Santo Tomé,5.5,-28.5492,-56.0428
226,2023-02-24,Berón de Astrada,Berón de Astrada,7.0,-27.3056,-57.5344
227,2023-02-24,Concepción,Concepción,7.4,-28.3917,-57.8867
228,2023-02-24,General Alvear,Alvear,11.2,-29.095,-56.5433
229,2023-02-24,General Paz,Caá Catí,4.6,-27.7511,-57.6208
230,2023-02-24,Mburucuyá,Mburucuyá,5.0,-28.0478,-58.2283
231,2023-02-24,Monte Caseros,Mocoretá,4.2,-30.6183,-57.9708
232,2023-02-24,Monte Caseros,Monte Caseros,2.0,-30.2526,-57.6369
233,2023-02-24,Paso de los Libres,Paso de los Libres,16.0,-29.7122,-57.0869
234,2023-02-24,San Martín,La Cruz,11.2,-29.1744,-56.6433
235,2023-02-24,Santo Tomé,Santo Tomé,1.0,-28.5492,-56.0428
236,2023-02-25,Capital,Capital (Corrientes),3.2,-27.4692,-58.8306
237,2023-02-25,Empedrado,Empedrado,10.4,-27.9014,-58.8058
238,2023-02-25,General Alvear,Alvear,1.8,-29.095,-56.5433
239,2023-02-25,San Luis del Palmar,San Luis del Palmar,2.4,-27.5069,-58.5544
240,2023-02-25,San Martín,La Cruz,1.8,-29.1744,-56.6433
241,2023-02-26,Ituzaingó,Ituzaingó,27.9,-27.5808,-56.6853
242,2023-02-26,San Roque,San Roque,2.0,-28.5744,-58.7089
243,2023-02-26,Santo Tomé,Santo Tomé,13.4,-28.5492,-56.0428
244,2023-02-26,Sauce,Sauce,1.0,-30.0736,-58.7731
245,2023-02-27,Curuzú Cuatiá,Curuzú Cuatiá,60.0,-29.7917,-58.0561
246,2023-02-27,General Alvear,Alvear,12.6,-29.095,-56.5433
247,2023-02-27,San Martín,La Cruz,12.6,-29.1744,-56.6433
248,2023-03-01,Capital,Capital (Corrientes),15.4,-27.4692,-58.8306
249,2023-03-01,Concepción,Concepción,14.2,-28.3917,-57.8867
250,2023-03-01,Curuzú Cuatiá,Curuzú Cuatiá,0.3,-29.7917,-58.0561
251,2023-03-01,Empedrado,Empedrado,29.4,-27.9014,-58.8058
252,2023-03-01,Esquina,Esquina,3.8,-30.0139,-59.5267
253,2023-03-01,General Alvear,Alvear,0.8,-29.095,-56.5433
254,2023-03-01,General Paz,Caá Catí,7.8,-27.7511,-57.6208
255,2023-03-01,Goya,Goya,7.8,-29.1442,-59.2635
256,2023-03-01,Itatí,Itatí,11.4,-27.2678,-58.2458
257,2023-03-01,Ituzaingó,Ituzaingó,1.3,-27.5808,-56.6853
258,2023-03-01,Lavalle,Lavalle,8.8,-29.0233,-59.1833
259,2023-03-01,Mburucuyá,Mburucuyá,16.0,-28.0478,-58.2283
260,2023-03-01,Mercedes,Mercedes,9.0,-29.1842,-58.0753
261,2023-03-01,Saladas,Saladas,14.0,-28.2536,-58.6256
262,2023-03-01,San Luis del Palmar,San Luis del Palmar,8.8,-27.5069,-58.5544
263,2023-03-01,San Martín,La Cruz,0.8,-29.1744,-56.6433
264,2023-03-01,San Miguel,San Miguel,30.8,-27.9861,-57.5894
265,2023-03-01,San Roque,San Roque,25.9,-28.5744,-58.7089
266,2023-03-01,Santo Tomé,Santo Tomé,8.2,-28.5492,-56.0428
267,2023-03-02,Bella Vista,Bella Vista,33.1,-28.5083,-59.0436
268,2023-03-02,Capital,Capital (Corrientes),12.0,-27.4692,-58.8306
269,2023-03-02,Concepción,Concepción,0.4,-28.3917,-57.8867
270,2023-03-02,Curuzú Cuatiá,Curuzú Cuatiá,1.0,-29.7917,-58.0561
271,2023-03-02,Empedrado,Empedrado,61.8,-27.9014,-58.8058
272,2023-03-02,Esquina,Esquina,44.0,-30.0139,-59.5267
273,2023-03-02,General Alvear,Alvear,25.6,-29.095,-56.5433
274,2023-03-02,General Paz,Caá Catí,12.2,-27.7511,-57.6208
275,2023-03-02,Goya,Goya,46.9,-29.1442,-59.2635
276,2023-03-02,Itatí,Itatí,6.0,-27.2678,-58.2458
277,2023-03-02,Ituzaingó,Ituzaingó,1.0,-27.5808,-56.6853
278,2023-03-02,Lavalle,Lavalle,72.4,-29.0233,-59.1833
279,2023-03-02,Mercedes,Mercedes,1.4,-29.1842,-58.0753
280,2023-03-02,Paso de los Libres,Paso de los Libres,1.3,-29.7122,-57.0869
281,2023-03-02,Saladas,Saladas,90.0,-28.2536,-58.6256
282,2023-03-02,San Cosme,San Cosme,19.0,-27.3711,-58.5117
283,2023-03-02,San Luis del Palmar,San Luis del Palmar,7.8,-27.5069,-58.5544
284,2023-03-02,San Martín,La Cruz,25.6,-29.1744,-56.6433
285,2023-03-02,San Roque,San Roque,8.6,-28.5744,-58.7089
286,2023-03-02,Santo Tomé,Santo Tomé,6.5,-28.5492,-56.0428
287,2023-03-02,Sauce,Sauce,2.0,-30.0736,-58.7731
288,2023-03-03,Bella Vista,Bella Vista,9.8,-28.5083,-59.0436
289,2023-03-03,Berón de Astrada,Berón de Astrada,38.0,-27.3056,-57.5344
290,2023-03-03,Capital,Capital (Corrientes),38.0,-27.4692,-58.8306
291,2023-03-03,Concepción,Concepción,9.4,-28.3917,-57.8867
292,2023-03-03,Curuzú Cuatiá,Curuzú Cuatiá,11.75,-29.7917,-58.0561
293,2023-03-03,Empedrado,Empedrado,15.4,-27.9014,-58.8058
294,2023-03-03,General Alvear,Alvear,8.8,-29.095,-56.5433
295,2023-03-03,General Paz,Caá Catí,1.0,-27.7511,-57.6208
296,2023-03-03,Goya,Goya,3.0,-29.1442,-59.2635
297,2023-03-03,Itatí,Itatí,25.8,-27.2678,-58.2458
298,2023-03-03,Ituzaingó,Ituzaingó,19.65,-27.5808,-56.6853
299,2023-03-03,Lavalle,Lavalle,3.2,-29.0233,-59.1833
300,2023-03-03,Mburucuyá,Mburucuyá,5.0,-28.0478,-58.2283
301,2023-03-03,Mercedes,Mercedes,7.0,-29.1842,-58.0753
302,2023-03-03,Monte Caseros,Mocoretá,41.9,-30.6183,-57.9708
303,2023-03-03,Paso de los Libres,Paso de los Libres,11.0,-29.7122,-57.0869
304,2023-03-03,San Cosme,San Cosme,42.4,-27.3711,-58.5117
305,2023-03-03,San Luis del Palmar,San Luis del Palmar,11.6,-27.5069,-58.5544
306,2023-03-03,San Martín,La Cruz,8.8,-29.1744,-56.6433
307,2023-03-03,San Miguel,San Miguel,55.0,-27.9861,-57.5894
308,2023-03-03,San Roque,San Roque,20.2,-28.5744,-58.7089
309,2023-03-03,Santo Tomé,Santo Tomé,10.4,-28.5492,-56.0428
310,2023-03-03,Sauce,Sauce,70.0,-30.0736,-58.7731
311,2023-03-04,Capital,Capital (Corrientes),0.2,-27.4692,-58.8306
312,2023-03-04,General Alvear,Alvear,0.2,-29.095,-56.5433
313,2023-03-04,General Paz,Caá Catí,0.2,-27.7511,-57.6208
314,2023-03-04,Monte Caseros,Mocoretá,0.2,-30.6183,-57.9708
315,2023-03-04,Paso de los Libres,Paso de los Libres,16.4,-29.7122,-57.0869
316,2023-03-04,San Martín,La Cruz,0.2,-29.1744,-56.6433
317,2023-03-04,San Miguel,San Miguel,0.2,-27.9861,-57.5894
318,2023-03-04,Santo Tomé,Santo Tomé,4.0,-28.5492,-56.0428
319,2023-03-05,Capital,Capital (Corrientes),0.2,-27.4692,-58.8306
320,2023-03-05,Concepción,Concepción,0.2,-28.3917,-57.8867
321,2023-03-05,Santo Tomé,Santo Tomé,0.2,-28.5492,-56.0428
322,2023-03-06,Concepción,Concepción,0.2,-28.3917,-57.8867
323,2023-03-06,San Miguel,San Miguel,0.4,-27.9861,-57.5894
324,2023-03-09,Santo Tomé,Santo Tomé,0.3,-28.5492,-56.0428
325,2023-03-13,Santo Tomé,Santo Tomé,0.7,-28.5492,-56.0428
326,2023-03-14,Monte Caseros,Mocoretá,17.0,-30.6183,-57.9708
327,2023-03-15,Bella Vista,Bella Vista,5.1,-28.5083,-59.0436
328,2023-03-15,Capital,Capital (Corrientes),12.0,-27.4692,-58.8306
329,2023-03-15,Curuzú Cuatiá,Curuzú Cuatiá,11.433333333333332,-29.7917,-58.0561
330,2023-03-15,Empedrado,Empedrado,20.0,-27.9014,-58.8058
331,2023-03-15,Esquina,Esquina,3.6,-30.0139,-59.5267
332,2023-03-15,General Alvear,Alvear,13.2,-29.095,-56.5433
333,2023-03-15,Goya,Goya,4.2,-29.1442,-59.2635
334,2023-03-15,Ituzaingó,Ituzaingó,1.5,-27.5808,-56.6853
335,2023-03-15,Lavalle,Lavalle,39.6,-29.0233,-59.1833
336,2023-03-15,Mercedes,Mercedes,3.0,-29.1842,-58.0753
337,2023-03-15,Monte Caseros,Mocoretá,17.25,-30.6183,-57.9708
338,2023-03-15,Monte Caseros,Monte Caseros,18.33333333333333,-30.2526,-57.6369
339,2023-03-15,Paso de los Libres,Paso de los Libres,16.0,-29.7122,-57.0869
340,2023-03-15,Saladas,Saladas,5.0,-28.2536,-58.6256
341,2023-03-15,San Martín,La Cruz,22.6,-29.1744,-56.6433
342,2023-03-15,San Miguel,San Miguel,12.0,-27.9861,-57.5894
343,2023-03-15,San Roque,San Roque,77.5,-28.5744,-58.7089
344,2023-03-15,Santo Tomé,Santo Tomé,0.2,-28.5492,-56.0428
345,2023-03-15,Sauce,Sauce,21.5,-30.0736,-58.7731
346,2023-03-16,Bella Vista,Bella Vista,30.0,-28.5083,-59.0436
347,2023-03-16,Concepción,Concepción,8.0,-28.3917,-57.8867
348,2023-03-16,Curuzú Cuatiá,Curuzú Cuatiá,14.166666666666666,-29.7917,-58.0561
349,2023-03-16,Empedrado,Empedrado,6.4,-27.9014,-58.8058
350,2023-03-16,Esquina,Esquina,15.0,-30.0139,-59.5267
351,2023-03-16,General Alvear,Alvear,5.4,-29.095,-56.5433
352,2023-03-16,Goya,Goya,90.0,-29.1442,-59.2635
353,2023-03-16,Itatí,Itatí,0.8,-27.2678,-58.2458
354,2023-03-16,Ituzaingó,Ituzaingó,11.0,-27.5808,-56.6853
355,2023-03-16,Lavalle,Lavalle,1.8,-29.0233,-59.1833
356,2023-03-16,Mburucuyá,Mburucuyá,7.0,-28.0478,-58.2283
357,2023-03-16,Monte Caseros,Mocoretá,7.0,-30.6183,-57.9708
358,2023-03-16,Monte Caseros,Monte Caseros,4.0,-30.2526,-57.6369
359,2023-03-16,Saladas,Saladas,10.0,-28.2536,-58.6256
360,2023-03-16,San Cosme,San Cosme,5.6,-27.3711,-58.5117
361,2023-03-16,San Luis del Palmar,San Luis del Palmar,0.2,-27.5069,-58.5544
